"title","url","platform","description","options","numforecasts","numforecasters","stars"
"Next London Mayoral Election","https://sports.williamhill.com/betting/en-gb/politics","WilliamHill",,"[{""name"":""Sadiq Khan"",""probability"":0.8776707112411921,""type"":""PROBABILITY""},{""name"":""Shaun Bailey"",""probability"":0.05369279645240234,""type"":""PROBABILITY""},{""name"":""Brian Rose"",""probability"":0.02684639822620117,""type"":""PROBABILITY""},{""name"":""Sian Berry"",""probability"":0.009037401383077622,""type"":""PROBABILITY""},{""name"":""Laurence Fox"",""probability"":0.004541181789506666,""type"":""PROBABILITY""},{""name"":""Luisa Porritt"",""probability"":0.004541181789506666,""type"":""PROBABILITY""},{""name"":""David Kurten"",""probability"":0.003636563903150756,""type"":""PROBABILITY""},{""name"":""Peter Gammons"",""probability"":0.003636563903150756,""type"":""PROBABILITY""},{""name"":""Kam Balayev"",""probability"":0.0018219112568679434,""type"":""PROBABILITY""},{""name"":""Count Binface"",""probability"":0.0018219112568679434,""type"":""PROBABILITY""},{""name"":""Piers Corbyn"",""probability"":0.0018219112568679434,""type"":""PROBABILITY""},{""name"":""Farah London"",""probability"":0.0018219112568679434,""type"":""PROBABILITY""},{""name"":""Nims Obunge"",""probability"":0.0018219112568679434,""type"":""PROBABILITY""},{""name"":""Max Fosh"",""probability"":0.0018219112568679434,""type"":""PROBABILITY""},{""name"":""Mandu Reid"",""probability"":0.0018219112568679434,""type"":""PROBABILITY""},{""name"":""Drillminister"",""probability"":0.0018219112568679434,""type"":""PROBABILITY""},{""name"":""Valerie Brown"",""probability"":0.0018219112568679434,""type"":""PROBABILITY""}]",,,2
"Scottish Election 2021 - Most Seats","https://sports.williamhill.com/betting/en-gb/politics","WilliamHill",,"[{""name"":""SNP"",""probability"":0.936717595487423,""type"":""PROBABILITY""},{""name"":""Conservative"",""probability"":0.02782602268947933,""type"":""PROBABILITY""},{""name"":""Labour"",""probability"":0.018550681792986218,""type"":""PROBABILITY""},{""name"":""Liberal Democrat"",""probability"":0.00936717595487423,""type"":""PROBABILITY""},{""name"":""Greens"",""probability"":0.003769262037618714,""type"":""PROBABILITY""},{""name"":""Reform UK"",""probability"":0.003769262037618714,""type"":""PROBABILITY""}]",,,2
"Most Seats in General Election","https://sports.williamhill.com/betting/en-gb/politics","WilliamHill",,"[{""name"":""Conservative"",""probability"":0.5538598097114033,""type"":""PROBABILITY""},{""name"":""Labour"",""probability"":0.4195907649328812,""type"":""PROBABILITY""},{""name"":""Reform UK"",""probability"":0.009139600820320185,""type"":""PROBABILITY""},{""name"":""Liberal Democrat"",""probability"":0.009139600820320185,""type"":""PROBABILITY""},{""name"":""UKIP"",""probability"":0.0045925357355837745,""type"":""PROBABILITY""},{""name"":""Greens"",""probability"":0.0036776879794913893,""type"":""PROBABILITY""}]",,,2
"Next Permanent Scottish First Minister","https://sports.williamhill.com/betting/en-gb/politics","WilliamHill",,"[{""name"":""Angus Robertson"",""probability"":0.13797588382724343,""type"":""PROBABILITY""},{""name"":""Kate Forbes"",""probability"":0.12647789350830646,""type"":""PROBABILITY""},{""name"":""John Swinney"",""probability"":0.10840962300711983,""type"":""PROBABILITY""},{""name"":""Joanna Cherry"",""probability"":0.07588673610498389,""type"":""PROBABILITY""},{""name"":""Humza Yousaf"",""probability"":0.06898794191362172,""type"":""PROBABILITY""},{""name"":""Keith Brown"",""probability"":0.05837441238844915,""type"":""PROBABILITY""},{""name"":""Douglas Ross"",""probability"":0.04463925653234346,""type"":""PROBABILITY""},{""name"":""Mhairi Black"",""probability"":0.036136541002373276,""type"":""PROBABILITY""},{""name"":""Michael Russell"",""probability"":0.036136541002373276,""type"":""PROBABILITY""},{""name"":""Ruth Davidson"",""probability"":0.029187206194224574,""type"":""PROBABILITY""},{""name"":""Shirley-Anne Somerville"",""probability"":0.029187206194224574,""type"":""PROBABILITY""},{""name"":""Derek Mackay"",""probability"":0.02231962826617173,""type"":""PROBABILITY""},{""name"":""Alex Salmond"",""probability"":0.02231962826617173,""type"":""PROBABILITY""},{""name"":""Anas Sarwar"",""probability"":0.02231962826617173,""type"":""PROBABILITY""},{""name"":""Shona Robison"",""probability"":0.02231962826617173,""type"":""PROBABILITY""},{""name"":""Stewart Hosie"",""probability"":0.018508960025605828,""type"":""PROBABILITY""},{""name"":""Michael Matheson"",""probability"":0.01487975217744782,""type"":""PROBABILITY""},{""name"":""Ash Denham"",""probability"":0.01487975217744782,""type"":""PROBABILITY""},{""name"":""Jeane Freeman"",""probability"":0.01487975217744782,""type"":""PROBABILITY""},{""name"":""Andrew Wilson"",""probability"":0.01487975217744782,""type"":""PROBABILITY""},{""name"":""Jackson Carlaw"",""probability"":0.011326378523131923,""type"":""PROBABILITY""},{""name"":""Peter Murrell"",""probability"":0.011326378523131923,""type"":""PROBABILITY""},{""name"":""Willie Rennie"",""probability"":0.0075135382282162265,""type"":""PROBABILITY""},{""name"":""Tasmina Ahmed-Sheikh"",""probability"":0.0075135382282162265,""type"":""PROBABILITY""},{""name"":""Monica Lennon"",""probability"":0.0075135382282162265,""type"":""PROBABILITY""},{""name"":""Neil Findlay"",""probability"":0.0075135382282162265,""type"":""PROBABILITY""},{""name"":""Pete Wishart"",""probability"":0.0075135382282162265,""type"":""PROBABILITY""},{""name"":""Philippa Whitford"",""probability"":0.0075135382282162265,""type"":""PROBABILITY""},{""name"":""Tommy Sheppard"",""probability"":0.0075135382282162265,""type"":""PROBABILITY""},{""name"":""Richard Leonard"",""probability"":0.003023375940437605,""type"":""PROBABILITY""},{""name"":""Michelle Ballantyne"",""probability"":0.003023375940437605,""type"":""PROBABILITY""}]",,,2
"West Midlands Mayoral Election 2021","https://sports.williamhill.com/betting/en-gb/politics","WilliamHill",,"[{""name"":""Andy Street (Conservative)"",""probability"":0.6801053583651119,""type"":""PROBABILITY""},{""name"":""Liam Byrne (Labour)"",""probability"":0.30913879925686905,""type"":""PROBABILITY""},{""name"":""Jenny Wilkinson (Lib Dem)"",""probability"":0.006141830448811968,""type"":""PROBABILITY""},{""name"":""Ashvir Sangha (Independent)"",""probability"":0.004614011929207001,""type"":""PROBABILITY""}]",,,2
"Greater Manchester Mayoral Election 2021","https://sports.williamhill.com/betting/en-gb/politics","WilliamHill",,"[{""name"":""Andy Burnham (Labour)"",""probability"":0.9478583925223222,""type"":""PROBABILITY""},{""name"":""Laura Evans (Conservative)"",""probability"":0.02830058480347397,""type"":""PROBABILITY""},{""name"":""Simon Lepori (Lib Dem)"",""probability"":0.00952692953780312,""type"":""PROBABILITY""},{""name"":""Melanie Horrocks (Green)"",""probability"":0.00952692953780312,""type"":""PROBABILITY""},{""name"":""Nick Buckley (Reform UK)"",""probability"":0.004787163598597587,""type"":""PROBABILITY""}]",,,2
"West Yorkshire Mayoral Election 2021","https://sports.williamhill.com/betting/en-gb/politics","WilliamHill",,"[{""name"":""Tracy Brabin (Labour)"",""probability"":0.8450310681917125,""type"":""PROBABILITY""},{""name"":""Matthew Robinson (Conservatives)"",""probability"":0.13077861769633645,""type"":""PROBABILITY""},{""name"":""Andrew Cooper (Green)"",""probability"":0.009063864592815399,""type"":""PROBABILITY""},{""name"":""Stewart Golton (Lib Dem)"",""probability"":0.009063864592815399,""type"":""PROBABILITY""},{""name"":""Bob Buxton (Yorkshire Party)"",""probability"":0.006062584926320233,""type"":""PROBABILITY""}]",,,2
"2021 New York City Mayoral Election","https://sports.williamhill.com/betting/en-gb/politics","WilliamHill",,"[{""name"":""Andrew Yang"",""probability"":0.4946254386960333,""type"":""PROBABILITY""},{""name"":""Eric Adams"",""probability"":0.12365635967400833,""type"":""PROBABILITY""},{""name"":""Scott Stringer"",""probability"":0.09892508773920666,""type"":""PROBABILITY""},{""name"":""Raymond McGuire"",""probability"":0.06744892345855,""type"":""PROBABILITY""},{""name"":""Maya Wiley"",""probability"":0.06744892345855,""type"":""PROBABILITY""},{""name"":""Kathryn Garcia"",""probability"":0.035330388478288094,""type"":""PROBABILITY""},{""name"":""Shaun Donovan"",""probability"":0.028536083001694232,""type"":""PROBABILITY""},{""name"":""Dianne Morales"",""probability"":0.021821710530707354,""type"":""PROBABILITY""},{""name"":""Carlos Menchaca"",""probability"":0.014547807020471568,""type"":""PROBABILITY""},{""name"":""Loree Sutton"",""probability"":0.014547807020471568,""type"":""PROBABILITY""},{""name"":""Curtis Sliwa"",""probability"":0.011073703851403731,""type"":""PROBABILITY""},{""name"":""Cleopatra Fitzgerald"",""probability"":0.0073459223568717825,""type"":""PROBABILITY""},{""name"":""Bill Pepitone"",""probability"":0.0073459223568717825,""type"":""PROBABILITY""},{""name"":""Abbey Laurel-Smith"",""probability"":0.0073459223568717825,""type"":""PROBABILITY""}]",,,2
"Welsh Assembly Election 2021 - Most Seats","https://sports.williamhill.com/betting/en-gb/politics","WilliamHill",,"[{""name"":""Labour"",""probability"":0.8444759244837123,""type"":""PROBABILITY""},{""name"":""Conservative"",""probability"":0.10644654510298895,""type"":""PROBABILITY""},{""name"":""Plaid Cymru"",""probability"":0.043085506351209814,""type"":""PROBABILITY""},{""name"":""Liberal Democrat"",""probability"":0.005992024062088782,""type"":""PROBABILITY""}]",,,2
"Next German Federal Election","https://sports.williamhill.com/betting/en-gb/politics","WilliamHill",,"[{""name"":""Markus Soder"",""probability"":0.43037293626838957,""type"":""PROBABILITY""},{""name"":""Armin Laschet"",""probability"":0.3825537211274574,""type"":""PROBABILITY""},{""name"":""Robert Habeck"",""probability"":0.06621122096436763,""type"":""PROBABILITY""},{""name"":""Annalena Baerbock"",""probability"":0.05738305816911861,""type"":""PROBABILITY""},{""name"":""Olaf Scholz"",""probability"":0.0506321101492223,""type"":""PROBABILITY""},{""name"":""Alice Weidel"",""probability"":0.012846953321444466,""type"":""PROBABILITY""}]",,,2
"Next Norwegian General Election - Party With The Most Votes","https://sports.williamhill.com/betting/en-gb/politics","WilliamHill",,"[{""name"":""Conservatives (H)"",""probability"":0.6248260227461028,""type"":""PROBABILITY""},{""name"":""Labour (AP)"",""probability"":0.22216036364305877,""type"":""PROBABILITY""},{""name"":""Centre Party (SP)"",""probability"":0.12816944056330315,""type"":""PROBABILITY""},{""name"":""Progress Party (FRP)"",""probability"":0.008248528353083866,""type"":""PROBABILITY""},{""name"":""Liberal Party (V)"",""probability"":0.0033191289388903203,""type"":""PROBABILITY""},{""name"":""Socialist Left Party (SV)"",""probability"":0.0033191289388903203,""type"":""PROBABILITY""},{""name"":""Christian Democratic Party (KRF)"",""probability"":0.0033191289388903203,""type"":""PROBABILITY""},{""name"":""Green Party (MDG)"",""probability"":0.0033191289388903203,""type"":""PROBABILITY""},{""name"":""Red Party (R)"",""probability"":0.0033191289388903203,""type"":""PROBABILITY""}]",,,2
"Year of Next Australian Federal Election","https://sports.williamhill.com/betting/en-gb/politics","WilliamHill",,"[{""name"":""2021"",""probability"":0.3373493975903614,""type"":""PROBABILITY""},{""name"":""2022"",""probability"":0.6626506024096386,""type"":""PROBABILITY""}]",,,2
"Australian Federal Election - Winning Party","https://sports.williamhill.com/betting/en-gb/politics","WilliamHill",,"[{""name"":""Coalition"",""probability"":0.6556291390728477,""type"":""PROBABILITY""},{""name"":""Labor Party"",""probability"":0.34437086092715236,""type"":""PROBABILITY""}]",,,2
