"title","url","platform","description","options","numforecasts","numforecasters","stars"
"We will recommend another GiveWell Incubation Grant to Charity Science Health by August 2018","https://www.givewell.org/charities/charity-science/charity-science-health/july-2017-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Charity Science: Health — General Support","[{""name"":""Yes"",""probability"":0.8,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.19999999999999996,""type"":""PROBABILITY""}]",,,2
"Charity Science Health will be a GiveWell top charity by the end of 2019","https://www.givewell.org/charities/charity-science/charity-science-health/july-2017-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Charity Science: Health — General Support","[{""name"":""Yes"",""probability"":0.15,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.85,""type"":""PROBABILITY""}]",,,2
"Good Ventures gives Results for Development a second grant of approximately the same size in 12 months","https://www.givewell.org/charities/results-for-development/may-2016-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Results for Development — Childhood Pneumonia Treatment Scale-Up. Resolution: 2017","[{""name"":""Yes"",""probability"":0.7,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.30000000000000004,""type"":""PROBABILITY""}]",,,2
"Results for Development — Childhood Pneumonia Treatment Scale-Up. Results for Development is a top charity by the end of 2019","https://www.givewell.org/charities/results-for-development/may-2016-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Results for Development — Childhood Pneumonia Treatment Scale-Up","[{""name"":""Yes"",""probability"":0.25,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.75,""type"":""PROBABILITY""}]",,,2
"New Incentives increases vaccination rates by >17 percentage points and this is detected by the RCT","https://www.givewell.org/charities/new-incentives/november-2017-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: New Incentives — General Support (November 2017)","[{""name"":""Yes"",""probability"":0,""type"":""PROBABILITY""},{""name"":""No"",""probability"":1,""type"":""PROBABILITY""}]",,,2
"New Incentives increases vaccination rates by >17 percentage points and this is not detected by the RCT","https://www.givewell.org/charities/new-incentives/november-2017-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Actual estimate was ""small probability, close to 0%"". Associated grant: New Incentives — General Support (November 2017)","[{""name"":""Yes"",""probability"":0,""type"":""PROBABILITY""},{""name"":""No"",""probability"":1,""type"":""PROBABILITY""}]",,,2
"New Incentives increases vaccination rates by between 6 and 17 percentage points and this is detected by the RCT","https://www.givewell.org/charities/new-incentives/november-2017-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: New Incentives — General Support (November 2017)","[{""name"":""Yes"",""probability"":0.55,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.44999999999999996,""type"":""PROBABILITY""}]",,,2
"New Incentives increases vaccination rates by between 6 and 17 percentage points and this is either not detected by the RCT or is unclear","https://www.givewell.org/charities/new-incentives/november-2017-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: New Incentives — General Support (November 2017)","[{""name"":""Yes"",""probability"":0.15,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.85,""type"":""PROBABILITY""}]",,,2
"New Incentives increases vaccination rates by <6 percentage points and we either conclude as much or are uncertain enough that we choose not to pursue New Incentives further","https://www.givewell.org/charities/new-incentives/november-2017-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: New Incentives — General Support (November 2017)","[{""name"":""Yes"",""probability"":0.15,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.85,""type"":""PROBABILITY""}]",,,2
"New Incentives increases vaccination rates by <6 percentage points and we falsely believe it is higher and do pursue New Incentives further","https://www.givewell.org/charities/new-incentives/november-2017-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: New Incentives — General Support (November 2017)","[{""name"":""Yes"",""probability"":0.05,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.95,""type"":""PROBABILITY""}]",,,2
"After seeing the RCT results, we are significantly uncertain about whether or not to recommend New Incentives as a top charity","https://www.givewell.org/charities/new-incentives/november-2017-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: New Incentives — General Support (November 2017)","[{""name"":""Yes"",""probability"":0.2,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.8,""type"":""PROBABILITY""}]",,,2
"GiveWell estimates that New Incentives is >3x as cost-effective as GiveDirectly","https://www.givewell.org/charities/new-incentives/november-2017-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: New Incentives — General Support (November 2017)","[{""name"":""Yes"",""probability"":0.5,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.5,""type"":""PROBABILITY""}]",,,2
"GiveWell estimates that New Incentives is >2x as cost-effective as AMF:","https://www.givewell.org/charities/new-incentives/november-2017-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Actual estimate was ""<10%"". Associated grant: New Incentives — General Support (November 2017)","[{""name"":""Yes"",""probability"":0.07,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.9299999999999999,""type"":""PROBABILITY""}]",,,2
"New Incentives becomes a top charity by November 2020","https://www.givewell.org/charities/new-incentives/november-2017-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: New Incentives — General Support (November 2017)","[{""name"":""Yes"",""probability"":0.5,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.5,""type"":""PROBABILITY""}]",,,2
"New Incentives is a top charity in 2016","https://www.givewell.org/charities/new-incentives/march-2016-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: New Incentives — General Support (2016)","[{""name"":""Yes"",""probability"":0.1,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.9,""type"":""PROBABILITY""}]",,,2
"New Incentives is a top charity in 2017","https://www.givewell.org/charities/new-incentives/march-2016-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: New Incentives — General Support (2016)","[{""name"":""Yes"",""probability"":0.13,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.87,""type"":""PROBABILITY""}]",,,2
"New Incentives is a top charity in 2018","https://www.givewell.org/charities/new-incentives/march-2016-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: New Incentives — General Support (2016)","[{""name"":""Yes"",""probability"":0.15,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.85,""type"":""PROBABILITY""}]",,,2
"Our 2017 cost-effectiveness estimate for New Incentives is at least twice as good as our 2017 estimate for unconditional cash transfers","https://www.givewell.org/charities/new-incentives/march-2016-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: New Incentives — General Support (2016)","[{""name"":""Yes"",""probability"":0.67,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.32999999999999996,""type"":""PROBABILITY""}]",,,2
"Our 2017 cost-effectiveness estimate for New Incentives is at least five times as good as our 2017 estimate for unconditional cash transfers","https://www.givewell.org/charities/new-incentives/march-2016-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: New Incentives — General Support (2016)","[{""name"":""Yes"",""probability"":0.15,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.85,""type"":""PROBABILITY""}]",,,2
"Our 2017 cost-effectiveness estimate for New Incentives is at least ten times as good as our 2017 estimate for unconditional cash transfers","https://www.givewell.org/charities/new-incentives/march-2016-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: New Incentives — General Support (2016)","[{""name"":""Yes"",""probability"":0.05,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.95,""type"":""PROBABILITY""}]",,,2
"New Incentives brings in at least $250,000 from a funder other than Good Ventures and the Lampert Family Foundation by the end of 2018","https://www.givewell.org/charities/new-incentives/march-2016-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: New Incentives — General Support (2016)","[{""name"":""Yes"",""probability"":0.25,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.75,""type"":""PROBABILITY""}]",,,2
"New Incentives still operates in 2019","https://www.givewell.org/charities/new-incentives/march-2016-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: New Incentives — General Support (2016)","[{""name"":""Yes"",""probability"":0.4,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.6,""type"":""PROBABILITY""}]",,,2
"We provide funding for an RCT of New Incentives' program","https://www.givewell.org/charities/new-incentives/april-2017-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: New Incentives — General Support (April 2017)","[{""name"":""Yes"",""probability"":0.7,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.30000000000000004,""type"":""PROBABILITY""}]",,,2
"New Incentives is a top charity at the end of 2019","https://www.givewell.org/charities/new-incentives/april-2017-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: New Incentives — General Support (April 2017)","[{""name"":""Yes"",""probability"":0.5,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.5,""type"":""PROBABILITY""}]",,,2
"No Lean Season is a top charity at the end of giving season 2017","https://www.givewell.org/charities/evidence-action/december-2016-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Evidence Action — No Lean Season (December 2016 grant)","[{""name"":""Yes"",""probability"":0.65,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.35,""type"":""PROBABILITY""}]",,,2
"We find a significant error in Evidence Action's financial documents in 2018","https://www.givewell.org/charities/evidence-action/april-2017-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Evidence Action — Strengthen Operations (2017)","[{""name"":""Yes"",""probability"":0.15,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.85,""type"":""PROBABILITY""}]",,,2
"An Evidence Action Beta program other than No Lean Season becomes a top charity by the end of 2021","https://www.givewell.org/charities/evidence-action/april-2017-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Evidence Action — Strengthen Operations (2017)","[{""name"":""Yes"",""probability"":0.25,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.75,""type"":""PROBABILITY""}]",,,2
"The Deworm the World Initiative's room for more funding (including execution levels 1 and 2) exceeds $10 million as of November 2018","https://www.givewell.org/charities/evidence-action/april-2017-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Evidence Action — Strengthen Operations (2017)","[{""name"":""Yes"",""probability"":0.6,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.4,""type"":""PROBABILITY""}]",,,2
"GiveWell Incubation Grants provides at least $250,000 to an Evidence Action Beta program other than No Lean Season by the end of 2018","https://www.givewell.org/charities/evidence-action/april-2017-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Evidence Action — Strengthen Operations (2017)","[{""name"":""Yes"",""probability"":0.6,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.4,""type"":""PROBABILITY""}]",,,2
"No Lean Season (or a related organization) is a top charity in 2017","https://www.givewell.org/evidence-action/march-2016-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Evidence Action — No Lean Season (March 2016 grant)","[{""name"":""Yes"",""probability"":0.15,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.85,""type"":""PROBABILITY""}]",,,2
"No Lean Season (or a related organization) is a top charity in 2018","https://www.givewell.org/evidence-action/march-2016-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Evidence Action — No Lean Season (March 2016 grant)","[{""name"":""Yes"",""probability"":0.2,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.8,""type"":""PROBABILITY""}]",,,2
"No Lean Season (or a related organization) is a top charity in 2019","https://www.givewell.org/evidence-action/march-2016-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Evidence Action — No Lean Season (March 2016 grant)","[{""name"":""Yes"",""probability"":0.25,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.75,""type"":""PROBABILITY""}]",,,2
"Our 2016 cost-effectiveness estimate for No Lean Season is at least five times as good as cash transfers","https://www.givewell.org/evidence-action/march-2016-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Evidence Action — No Lean Season (March 2016 grant)","[{""name"":""Yes"",""probability"":0.5,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.5,""type"":""PROBABILITY""}]",,,2
"Our 2016 cost-effectiveness estimate for No Lean Season is less than twice as good as cash transfers","https://www.givewell.org/evidence-action/march-2016-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Evidence Action — No Lean Season (March 2016 grant)","[{""name"":""Yes"",""probability"":0.15,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.85,""type"":""PROBABILITY""}]",,,2
"Our 2016 cost-effectiveness estimate for No Lean Season is at least ten times as good as cash transfers","https://www.givewell.org/evidence-action/march-2016-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Evidence Action — No Lean Season (March 2016 grant)","[{""name"":""Yes"",""probability"":0.15,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.85,""type"":""PROBABILITY""}]",,,2
"The study detects an effect that is too small relative to the cost of implementing the intervention for it to be worth scaling up","https://www.givewell.org/international/charities/ipa/may-2016-grant#Risks_of_the_grant_and_internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Innovations for Poverty Action — Mindset Engagement in Cash Transfers","[{""name"":""Yes"",""probability"":0.5,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.5,""type"":""PROBABILITY""}]",,,2
"Innovations for Poverty Action — Mindset Engagement in Cash Transfers. The study yields a result that we're not confident in","https://www.givewell.org/international/charities/ipa/may-2016-grant#Risks_of_the_grant_and_internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Innovations for Poverty Action — Mindset Engagement in Cash Transfers","[{""name"":""Yes"",""probability"":0.25,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.75,""type"":""PROBABILITY""}]",,,2
"Innovations for Poverty Action — Mindset Engagement in Cash Transfers. The study detects an effect that would be worth scaling up, but we are unable to find an implementer interested in doing so","https://www.givewell.org/international/charities/ipa/may-2016-grant#Risks_of_the_grant_and_internal_forecasts","GiveWell/OpenPhilanthropy","(for instance, if GiveDirectly were to decide not to incorporate the intervention because it is too time-intensive or diverts attention from other activities, or because GiveDirectly interprets the study's results differently than we do). Associated grant: Innovations for Poverty Action — Mindset Engagement in Cash Transfers","[{""name"":""Yes"",""probability"":0.08,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.92,""type"":""PROBABILITY""}]",,,2
"Innovations for Poverty Action — Mindset Engagement in Cash Transfers. The intervention has no measurable effect, and we could have predicted this prior to the study by surveying the existing literature more thoroughly","https://www.givewell.org/international/charities/ipa/may-2016-grant#Risks_of_the_grant_and_internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Innovations for Poverty Action — Mindset Engagement in Cash Transfers","[{""name"":""Yes"",""probability"":0.08,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.92,""type"":""PROBABILITY""}]",,,2
"GiveWell’s best guess is that Evidence Action’s intervention increases coverage relative to the counterfactual in the first year of Phase 2 of the program by at least 4 percentage points","https://www.givewell.org/research/incubation-grants/december-2018-evidence-action-beta-iron-folic-acid-phase-2#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Associated grant: Evidence Action Beta — Iron and Folic Acid Supplementation (""Phase 2"")","[{""name"":""Yes"",""probability"":0.6,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.4,""type"":""PROBABILITY""}]",,,2
"GiveWell’s best guess is that Evidence Action’s intervention increases coverage relative to the counterfactual in the second year of Phase 2 of the program by at least 8 percentage points (cumulatively)","https://www.givewell.org/research/incubation-grants/december-2018-evidence-action-beta-iron-folic-acid-phase-2#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Associated grant: Evidence Action Beta — Iron and Folic Acid Supplementation (""Phase 2"")","[{""name"":""Yes"",""probability"":0.5,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.5,""type"":""PROBABILITY""}]",,,2
"Evidence Action requests funding for Phase 3 of this program because it believes Phase 2 to have been successful","https://www.givewell.org/research/incubation-grants/december-2018-evidence-action-beta-iron-folic-acid-phase-2#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Associated grant: Evidence Action Beta — Iron and Folic Acid Supplementation (""Phase 2"")","[{""name"":""Yes"",""probability"":0.75,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.25,""type"":""PROBABILITY""}]",,,2
"Estimates of anemia rates from the India National Family Health Survey in an average of 5 randomly chosen non-Evidence Action-supported states do not show anemia declining by more than 2 percentage points per year over the last 5 years (e.g., due to iron fortification or other changes)","https://www.givewell.org/research/incubation-grants/december-2018-evidence-action-beta-iron-folic-acid-phase-2#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Associated grant: Evidence Action Beta — Iron and Folic Acid Supplementation (""Phase 2"")","[{""name"":""Yes"",""probability"":0.8,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.19999999999999996,""type"":""PROBABILITY""}]",,,2
"Evidence Action ultimately spends at least $15 million total on IFA technical assistance that we retrospectively model as 10x as effective (or more) than cash transfers (using our January 2018 CEA as a baseline)","https://www.givewell.org/research/incubation-grants/december-2018-evidence-action-beta-iron-folic-acid-phase-2#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Associated grant: Evidence Action Beta — Iron and Folic Acid Supplementation (""Phase 2"")","[{""name"":""Yes"",""probability"":0.35,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.65,""type"":""PROBABILITY""}]",,,2
"The KLPS-4 survey significantly positively updates us [GiveWell] on deworming, i.e. finds a result that increases our estimated cost-effectiveness for deworming by at least 2x","https://www.givewell.org/research/incubation-grants/uc-berkeley/april-2017-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: UC Berkeley — KLPS-4 Survey","[{""name"":""Yes"",""probability"":0.25,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.75,""type"":""PROBABILITY""}]",,,2
"The KLPS-4 survey significantly negatively updates us [GiveWell] on deworming, i.e. finds a result that decreases our estimated cost-effectiveness for deworming by at least 2x","https://www.givewell.org/research/incubation-grants/uc-berkeley/april-2017-grant#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: UC Berkeley — KLPS-4 Survey","[{""name"":""Yes"",""probability"":0.05,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.95,""type"":""PROBABILITY""}]",,,2
"This grant does not lead to any new top charities.","https://www.givewell.org/research/incubation-grants/july-2018-evidence-action-beta-incubator#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Evidence Action Beta — Incubator Program. Resolution: December 2023","[{""name"":""Yes"",""probability"":0.3,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.7,""type"":""PROBABILITY""}]",,,2
"The Beta incubator leads to a new top charity that is 1-2x the cost-effectiveness of our marginal spending on current top charities.","https://www.givewell.org/research/incubation-grants/july-2018-evidence-action-beta-incubator#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Evidence Action Beta — Incubator Program. Resolution: December 2023","[{""name"":""Yes"",""probability"":0.55,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.44999999999999996,""type"":""PROBABILITY""}]",,,2
"The Beta incubator leads to a new top charity that's >2x as cost-effective as our marginal spending on current top charities","https://www.givewell.org/research/incubation-grants/july-2018-evidence-action-beta-incubator#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Evidence Action Beta — Incubator Program. Resolution: December 2023","[{""name"":""Yes"",""probability"":0.1,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.9,""type"":""PROBABILITY""}]",,,2
"The Beta incubator program has impacts that lead us to make a public case that it was extremely cost-effective overall","https://www.givewell.org/research/incubation-grants/july-2018-evidence-action-beta-incubator#Internal_forecasts","GiveWell/OpenPhilanthropy","(i.e., it resulted in at least $10 million in spending at 15x the cost-effectiveness of cash transfers or more). Associated grant: Evidence Action Beta — Incubator Program. Resolution: December 2023","[{""name"":""Yes"",""probability"":0.05,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.95,""type"":""PROBABILITY""}]",,,2
"Our marginal spending on top charities will be 2.5x as cost-effective as cash or less (using our current cost-effectiveness estimate for cash)","https://www.givewell.org/research/incubation-grants/july-2018-evidence-action-beta-incubator#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Evidence Action Beta — Incubator Program. Resolution: December 2023","[{""name"":""Yes"",""probability"":0.15,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.85,""type"":""PROBABILITY""}]",,,2
"Following its RCT, we estimate that New Incentives is at least 5x as cost-effective as 2018 cash transfers via GiveDirectly.","https://www.givewell.org/research/incubation-grants/IDinsight-embedded-givewell-team-2018#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: IDinsight — Embedded GiveWell Team (2018)","[{""name"":""Yes"",""probability"":0.65,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.35,""type"":""PROBABILITY""}]",,,2
"Following its RCT, we estimate that Charity Science Health is at least 5x as cost-effective as 2018 cash transfers via GiveDirectly.","https://www.givewell.org/research/incubation-grants/IDinsight-embedded-givewell-team-2018#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: IDinsight — Embedded GiveWell Team (2018)","[{""name"":""Yes"",""probability"":0.3,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.7,""type"":""PROBABILITY""}]",,,2
"By end of 2018, we model the marginal cost-effectiveness of giving to our top charities at roughly 2x cash.","https://www.givewell.org/research/incubation-grants/IDinsight-embedded-givewell-team-2018#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: IDinsight — Embedded GiveWell Team (2018)","[{""name"":""Yes"",""probability"":0.1,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.9,""type"":""PROBABILITY""}]",,,2
"We publish a blog post on IDinsight's work on AMF's monitoring.","https://www.givewell.org/research/incubation-grants/IDinsight-embedded-givewell-team-2018#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: IDinsight — Embedded GiveWell Team (2018). Resolution: February 2019","[{""name"":""Yes"",""probability"":0.7,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.30000000000000004,""type"":""PROBABILITY""}]",,,2
"Evidence Action raises a total of $6,120,000 in donations from institutional donors by the end of 2022","https://www.givewell.org/research/incubation-grants/march-2019-evidence-action#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Evidence Action — Strengthen Operations (2019)","[{""name"":""Yes"",""probability"":0.5,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.5,""type"":""PROBABILITY""}]",,,2
"Evidence Action raises a total of $40,800,000 in donations from institutional donors by the end of 2024","https://www.givewell.org/research/incubation-grants/march-2019-evidence-action#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Evidence Action — Strengthen Operations (2019)","[{""name"":""Yes"",""probability"":0.5,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.5,""type"":""PROBABILITY""}]",,,2
"The Indian government will allow Evidence Action to accept foreign donations to the Evidence Action India Foundation by the end of 2023","https://www.givewell.org/research/incubation-grants/march-2019-evidence-action#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Evidence Action — Strengthen Operations (2019)","[{""name"":""Yes"",""probability"":0.75,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.25,""type"":""PROBABILITY""}]",,,2
"Evidence Action will have hired a Chief Program Officer and at least one other leader by the end of 2019.","https://www.givewell.org/research/incubation-grants/march-2019-evidence-action#Internal_forecasts","GiveWell/OpenPhilanthropy","Associated grant: Evidence Action — Strengthen Operations (2019)","[{""name"":""Yes"",""probability"":0.75,""type"":""PROBABILITY""},{""name"":""No"",""probability"":0.25,""type"":""PROBABILITY""}]",,,2
